family,label,sharpe,ret,maxdd,calmar,expo,trades,sharpe_is,sharpe_oos,ret_oos
ADX+DI,DI(16),0.13354117921121245,-0.010535528043961184,-0.46706132829378133,-0.008667616016102818,0.4564533053515215,39,0.9585409568748983,-1.4520883282806292,-0.3352734113838688
ADX+DI,DI(18),0.2568860657190194,0.08915673036779692,-0.4286819903859911,0.07756465748769556,0.44491080797481636,37,1.1520789785821777,-1.5129547650585877,-0.3334802624616211
ADX+DI,DI(20),0.4752624601322143,0.2885920809262281,-0.39362732390795374,0.259081562169483,0.44805876180482684,32,1.2479876017544287,-1.052566705540286,-0.25416688910770857
ADX+DI,DI(22),0.20103366988022756,0.04205957508851621,-0.4092732199623327,0.03886023885233014,0.440713536201469,36,0.9238099480674388,-1.2665375710103555,-0.29290560860599923
ADX+DI,DI(24),0.4781441581997787,0.29262464211438677,-0.36920960152006144,0.2797898996175681,0.44805876180482684,36,1.21829399120606,-1.000197641739251,-0.24335506253461547
ADX+DI,DI(26),0.7023290863792896,0.547155826362643,-0.3154185616309513,0.576789021747102,0.46379853095487933,29,1.180950510164982,-0.20822018298065748,-0.08162264304504874
ADX+DI,DI(28),0.5384121809357529,0.3552841688697497,-0.34533745150998785,0.35758145330116275,0.4522560335781742,33,1.0927806181461412,-0.559520964605362,-0.15559090196119885
ADX+DI,DI(30),0.8137032575433538,0.6716777417960242,-0.32200948156663056,0.6754345857344077,0.44491080797481636,33,1.6953474438709424,-0.9228904024739774,-0.22740680395246138
ADX+DI,DI(32),1.1594627073585784,1.1799514884440625,-0.225522483679918,1.5421970985417022,0.453305351521511,30,1.9184346963272487,-0.30195289702209666,-0.09848348506662485
ADX+DI,DI(34),0.9336239097962183,0.8310763248048532,-0.30273424814403316,0.8612001569422868,0.4438614900314795,25,1.5036447226187355,-0.15174339520221097,-0.0647487693509532
ADX+DI,DI(36),1.2193044897934142,1.3010655936292128,-0.24523535111519779,1.533230760384192,0.44491080797481636,24,1.9361815174823183,-0.16567572287313545,-0.06754368238800501
ADX+DI,DI(38),1.1949126683138478,1.2131777209865962,-0.24135775230719214,1.4734614416078746,0.43966421825813223,18,1.8878344763281574,-0.10767335371915311,-0.05364225346175555
ADX+DI,DI(40),0.8562069913874351,0.7292515038691172,-0.27480268248297657,0.8492951580447057,0.44176285414480587,21,1.2391661281421527,0.13676610137430964,0.005783302936301249
