tf,name,n,ann_factor,total_return,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,exposure,turnover_ann,trades,profit_factor,avg_win,avg_loss,t_stat
4h,VI mtf (1d regime) L/S,5725,2190.0,0.5202730147575221,0.17379151298871287,0.36548263586039553,0.6209055395233977,0.7074765343163235,-0.3253483254327869,0.5341706085547876,0.37910447761194027,0.5783406113537118,255.91441048034932,335,1.3009946545698687,0.02703014317321691,-0.01268566445762068,1.0039017761051896
4h,VI mtf (1d regime) L,5725,2190.0,0.6281564279709941,0.20498239627532255,0.24108499601536848,0.8939523885734802,0.7319958643560696,-0.2758500054817118,0.7430936820804682,0.43209876543209874,0.314585152838428,123.94061135371179,162,1.5600629093733984,0.02732902816891813,-0.01332883799477705,1.4453734642652114
4h,EMA 20/50 L/S,5725,2190.0,0.11309819244160413,0.04183892436127623,0.46623377914804004,0.32108119657832485,0.4388103297175763,-0.4809765630108329,0.08698744924154216,0.29906542056074764,0.9912663755458515,81.47947598253275,107,1.191723598731657,0.08140000243264489,-0.02914322393343453,0.5191352999787712
4h,EMA 20/50 long only,5725,2190.0,0.4446536342798326,0.1511047893416968,0.30346438730847447,0.6154933951482608,0.609664124524388,-0.29375455508310755,0.5143913063712221,0.3148148148148148,0.5163318777292576,40.931004366812225,54,1.5734792290980602,0.10073020220459536,-0.02941344467743282,0.9951512319323867
4h,EMA 50/200 long only,5725,2190.0,0.7959840950509851,0.2510625667691939,0.31039344113082484,0.87677499714973,0.8526615542770801,-0.30283184300380017,0.8290494298053174,0.3125,0.5039301310043668,11.858515283842793,16,2.688422911007636,0.25971203317288905,-0.043910845903797506,1.4176004574848342
4h,Donchian 20/10 L/S,5725,2190.0,0.006731734604437323,0.002569776415142,0.461257596449282,0.23588343302429668,0.3328311475898186,-0.5649556454899676,0.0045486339249045235,0.3254901960784314,0.9641921397379912,194.70917030567685,255,1.1013909519891836,0.046645963501495545,-0.020437238315277936,0.38138457831870815
4h,Donchian 55/20 L/S,5725,2190.0,0.2761838083172641,0.09777991160554489,0.45806404975014997,0.43255679653542595,0.5925835687574033,-0.4421437396648292,0.22114960098647507,0.25308641975308643,0.9594759825327511,123.55807860262009,162,1.2655443683757395,0.0760243465498466,-0.020355126550126845,0.6993729459099496
4h,TSMOM(30) L/S,5725,2190.0,-0.5754495282608054,-0.2794389507179281,0.46766241547434295,-0.46693856292013897,-0.650200568466409,-0.7673870266485312,-0.3641434387265361,0.2965779467680608,0.994585152838428,402.0419213973799,526,0.867738443479171,0.025873445609954544,-0.012571534863972769,-0.7549625873967066
4h,price > SMA100 (long),5725,2190.0,0.4237439914428438,0.1447027560223304,0.3081426740342497,0.5925619170818673,0.5984970337933906,-0.3691242419306512,0.3920163987753377,0.17424242424242425,0.5135371179039301,100.9886462882096,132,1.514545806310292,0.08738037420058678,-0.012173986771685333,0.9580748167706855
4h,"z-revert(24, 2.0)",5725,2190.0,-0.370489882493685,-0.16225478599290588,0.3286137059308546,-0.37408029722956954,-0.32248173401448926,-0.5087966712623624,-0.31889907139199575,0.6073298429319371,0.4246288209606987,145.74497816593885,191,0.8993534288451316,0.017883357286632855,-0.03075497542589395,-0.6048260981581572
4h,RSI revert(14),5725,2190.0,-0.38735791140628006,-0.17091388273636854,0.24847582308736518,-0.6297341657981106,-0.383234652896223,-0.5315248029869818,-0.32155391766459973,0.6481481481481481,0.21292576419213974,82.62707423580785,108,0.7500808137968765,0.01482673730055263,-0.036412624232518676,-1.0181762076146208
