symbol,笔数,胜率,期望R,总R,多/空,止损宽度,币价涨跌,日均成交额,年化波动,rule
PIXELUSDT,3,0.6666666666666666,1.6537072002571642,4.9611216007714924,0/3,0.10962653040775924,-0.9915168641750228,11088445.2729585,1.3645799797298719,B 回踩20均线
POLYXUSDT,4,0.25,-0.0651639611778928,-0.2606558447115712,0/4,0.03345029711399996,-0.8637352245862884,6608783.3762,1.0940993158501693,B 回踩20均线
PORTALUSDT,3,0.3333333333333333,0.3209983900636948,0.9629951701910844,0/3,0.10860058419897978,-0.9954143738535934,8747092.78142,1.6876810282277825,B 回踩20均线
POWRUSDT,4,0.5,0.4561595416804403,1.8246381667217613,0/4,0.05597235314822767,-0.8460297239915074,3714778.5928,0.946976818240493,B 回踩20均线
PYTHUSDT,5,0.4,0.5813794190279286,2.9068970951396427,2/3,0.08774298164929815,-0.906887573964497,22511674.9475,1.2231749438466046,B 回踩20均线
QNTUSDT,9,0.3333333333333333,0.266900375273683,2.402103377463147,4/5,0.03342449206958376,-0.44972543078962324,7655134.0225,0.7335775268707179,B 回踩20均线
QTUMUSDT,7,0.5714285714285714,1.2519395372249187,8.76357676057443,3/4,0.05984496218046513,-0.6353567625133121,8339795.3081,0.8349057563982167,B 回踩20均线
REZUSDT,4,0.5,0.7640845011821906,3.0563380047287625,0/4,0.08481127995800015,-0.9829231730168645,11561570.984,1.2929414992836281,B 回踩20均线
RIFUSDT,5,0.4,0.5116070146294325,2.5580350731471624,3/2,0.04731366776186387,-0.3231041605193271,3766138.83077,1.3124839005076792,B 回踩20均线
RLCUSDT,7,0.2857142857142857,0.10301057046513229,0.721073993255926,3/4,0.07119805137996446,-0.7642533549876058,6105359.48274,0.9741871256857135,B 回踩20均线
RONINUSDT,4,0.5,0.9687034833277444,3.8748139333109775,1/3,0.06411129093253065,-0.9818955732122588,4205443.33284,0.9449850504870034,B 回踩20均线
ROSEUSDT,7,0.14285714285714285,-0.46895456941724284,-3.2826819859207,2/5,0.046504606117318416,-0.846867816091954,13843874.269895,1.0062249075148988,B 回踩20均线
RSRUSDT,10,0.1,-0.6249272273204951,-6.249272273204951,7/3,0.07483983500037235,-0.6008374040474529,11616534.43246,1.397888802088287,B 回踩20均线
RUNEUSDT,5,0.4,0.5826101793187298,2.9130508965936492,3/2,0.05662245194317965,-0.6741835147744946,29204258.4295,1.0244625528066467,B 回踩20均线
RVNUSDT,4,0.25,-0.06824712090543006,-0.27298848362172023,3/1,0.03091774748398659,-0.8612064482579304,5741632.68352,0.8879861980294301,B 回踩20均线
SAGAUSDT,3,0.0,-1.01874414282889,-3.0562324284866698,0/3,0.0719476754905524,-0.9979834161509618,15547645.81126,1.4162073126413897,B 回踩20均线
SANDUSDT,6,0.3333333333333333,0.3054221433549023,1.832532860129414,3/3,0.06882541652742505,-0.8968315301391035,38596802.489549994,0.9774214464647918,B 回踩20均线
SFPUSDT,8,0.25,-0.040912205836973636,-0.3272976466957891,2/6,0.03988490735670286,-0.4166457128488811,4867222.714500001,0.6905369411321515,B 回踩20均线
SKLUSDT,3,0.6666666666666666,1.6427450254369067,4.92823507631072,1/2,0.07062780376121076,-0.828900883218842,6814725.86498,1.152061388515099,B 回踩20均线
SNXUSDT,5,0.4,0.5802741173330033,2.9013705866650166,2/3,0.11991658089051106,-0.8658536585365854,18350810.55085,1.1075955450132893,B 回踩20均线
SPELLUSDT,6,0.3333333333333333,0.21904211076595126,1.3142526645957076,3/3,0.08849023829686471,-0.8528252299605782,5680024.26243515,1.0726099040512345,B 回踩20均线
SSVUSDT,6,0.16666666666666666,-0.36120024705332643,-2.1672014823199586,2/4,0.05272176197834915,-0.9447694334650857,13422241.37275,1.1221850390408752,B 回踩20均线
STEEMUSDT,1,1.0,2.9633808324769055,2.9633808324769055,0/1,0.03550053395343116,-0.8765371024734983,2558387.481,0.857537466961097,B 回踩20均线
STGUSDT,6,0.5,0.967898810427471,5.807392862564826,4/2,0.04276173904579511,-0.6053576360121513,9012769.146650001,1.1523058142285325,B 回踩20均线
STORJUSDT,7,0.42857142857142855,0.21325404619368973,1.492778323355828,2/5,0.07250872538425751,-0.8271961492178099,11271318.34685,1.0275723464043365,B 回踩20均线
STRKUSDT,3,0.3333333333333333,0.3122503686551706,0.9367511059655118,0/3,0.10120374608559977,-0.9882698096841676,25901800.18164,1.1113366156801938,B 回踩20均线
STXUSDT,7,0.42857142857142855,0.6850964073010698,4.7956748511074885,2/5,0.048534799583333454,-0.8120960295475531,39599501.6815,1.0283379611323051,B 回踩20均线
SUPERUSDT,3,1.0,2.981655865987786,8.944967597963357,1/2,0.07350727653763181,-0.7981835564053537,9751264.9038,1.1383971382347604,B 回踩20均线
SUSHIUSDT,5,0.2,-0.24618405867276322,-1.2309202933638161,3/2,0.03924284491274221,-0.832731137088204,19299799.8635,1.054472978621452,B 回踩20均线
THETAUSDT,6,0.3333333333333333,0.3018923618556012,1.8113541711336072,3/3,0.05680526378485305,-0.8128926522807975,19781514.488315,0.932040368848401,B 回踩20均线
TLMUSDT,4,0.0,-1.019052418083827,-4.076209672335308,2/2,0.11438773433044724,-0.9200503778337531,4079996.7385050002,1.1274509196089415,B 回踩20均线
TNSRUSDT,4,0.5,0.9763127407143086,3.9052509628572345,0/4,0.0909225443221462,-0.9804770531400966,8071385.70912,2.238328532492453,B 回踩20均线
TRBUSDT,6,0.3333333333333333,0.30395556810842145,1.8237334086505286,0/6,0.0536766265297036,0.09744224422442249,30731357.900399998,1.3076623799003564,B 回踩20均线
TRXUSDT,6,0.3333333333333333,0.2497107213155866,1.4982643278935197,5/1,0.0206346724390237,5.073972602739726,64709573.33809,0.6543015078420538,B 回踩20均线
TURBOUSDT,2,1.0,1.851756888069798,3.703513776139596,0/2,0.08784644997913207,-0.8704362139917695,29251937.0896749,1.518658408667157,B 回踩20均线
TUSDT,5,0.2,-0.24771739128100254,-1.2385869564050127,4/1,0.0293290487810365,-0.9338180389074474,5712602.86817,0.9313596473025705,B 回踩20均线
TWTUSDT,6,0.0,-1.019256828191195,-6.11554096914717,2/4,0.08113520710607984,-0.6709761885279437,4342719.52665,0.7682957360624739,B 回踩20均线
UMAUSDT,6,0.16666666666666666,-0.8484134562067714,-5.090480737240629,2/4,0.0603855731996891,-0.8731203739774056,7073773.718,1.0977819235000925,B 回踩20均线
UNIUSDT,5,0.2,-0.24443540711867096,-1.2221770355933548,3/2,0.04459218525085148,-0.39050886220697545,80151631.18349999,0.9827109861590178,B 回踩20均线
USTCUSDT,7,0.14285714285714285,-0.4695351820339339,-3.2867462742375375,5/2,0.05100835467441575,-0.8925399644760214,6527004.122724,1.1212314336517888,B 回踩20均线
VETUSDT,4,0.5,0.9824067450236853,3.929626980094741,2/2,0.08316537133246722,-0.7197630922693267,17715606.2241015,0.8371847256023207,B 回踩20均线
WAXPUSDT,4,0.25,-0.0419541251664689,-0.1678165006658756,0/4,0.05634827511813818,-0.9415203761755486,2756773.19369,0.8165882841067194,B 回踩20均线
WOOUSDT,6,0.8333333333333334,2.299007008985623,13.794042053913738,2/4,0.04548187112798846,-0.9163273453093812,8896104.26265,1.038661123125021,B 回踩20均线
WUSDT,4,0.5,0.9800113197669892,3.9200452790679567,1/3,0.07569427792629145,-0.993720397249809,20005368.229354,1.1266110427393947,B 回踩20均线
XAIUSDT,3,0.3333333333333333,0.31071952306723544,0.9321585692017063,0/3,0.10799726700000001,-0.9889593739593739,14158409.84946,1.2072303324270621,B 回踩20均线
XLMUSDT,7,0.14285714285714285,-0.4757178220575171,-3.33002475440262,2/5,0.028525399057335133,1.180024831011174,47133555.544945,0.9106363792966862,B 回踩20均线
XMRUSDT,8,0.25,-0.3062319496895233,-2.449855597516186,5/3,0.03157946375795384,1.6957429610669537,24981197.324249998,0.6656852884948,B 回踩20均线
XTZUSDT,7,0.42857142857142855,0.6806040666707026,4.764228466694918,3/4,0.03666666770333338,-0.7271210013908205,13882193.4532,0.8189090340098261,B 回踩20均线
XVGUSDT,4,0.25,-0.014994660111290692,-0.05997864044516277,2/2,0.10778935070373886,-0.715386695511087,5691604.919854,1.3176457981129641,B 回踩20均线
XVSUSDT,4,0.0,-1.0386538005211576,-4.1546152020846305,1/3,0.03630323716137278,-0.6227869788692175,4111885.7236,0.9432694201304147,B 回踩20均线
YFIUSDT,5,0.2,-0.23227064688129326,-1.1613532344064663,2/3,0.04943205826440901,-0.6253164556962025,8523553.6325,0.7855735649712923,B 回踩20均线
YGGUSDT,4,0.5,0.9774677513497054,3.9098710053988217,0/4,0.07141399919536091,-0.9559790895229797,13478433.14855,1.2195207399455545,B 回踩20均线
ZECUSDT,7,0.14285714285714285,-0.45664301365481297,-3.1965010955836908,5/2,0.05238095332857149,12.245232339511148,24582014.308339998,1.0994358564619076,B 回踩20均线
ZENUSDT,7,0.42857142857142855,0.6880728512433798,4.816509958703659,4/3,0.05087557698599065,-0.5702127659574467,13035661.05565,1.1507354244202095,B 回踩20均线
ZETAUSDT,4,0.25,-0.06846711693430002,-0.2738684677372001,0/4,0.04352021388256074,-0.983649530193309,7000108.2111,1.1530471091060213,B 回踩20均线
ZILUSDT,4,0.5,0.34779134019004876,1.391165360760195,2/2,0.06467515331646015,-0.8575906576521205,10137250.22841,0.8220436582446768,B 回踩20均线
ZKUSDT,1,0.0,-1.0344263626902646,-1.0344263626902646,0/1,0.03776175867593556,-0.964868544600939,15652381.74312,1.1924204422575584,B 回踩20均线
ZROUSDT,4,0.5,0.9653317120348441,3.8613268481393765,2/2,0.03836085937058556,-0.7682877111240536,30386533.31125,1.113926995611078,B 回踩20均线
ZRXUSDT,7,0.2857142857142857,0.10275395041164145,0.7192776528814901,3/4,0.06005110838543447,-0.4890365448504983,9459269.312479999,0.996546861948066,B 回踩20均线
