tf,n,mode,band,sharpe_full,ret_full,dd_full,trades,expo,sharpe_is,ret_is,dd_is,sharpe_oos,ret_oos,dd_oos
1h,36,ls,0.02,-0.9673470075086558,-0.7771942961459593,-0.8193995275304327,970,0.9983846321763807,-1.0431977427148305,-0.633511458409175,-0.6520283444032735,-0.8547699290630948,-0.39205274225790465,-0.5279988262829617
1h,36,ls,0.04,-0.672533641526809,-0.6781293096662325,-0.7550473002414322,726,0.9983846321763807,-0.7482754155352734,-0.5396432664563618,-0.6058584038585608,-0.5562896222577692,-0.30082332486778307,-0.4564980813789735
1h,36,ls,0.06,-0.2538791578180312,-0.4577730467234332,-0.704007350218419,598,0.9983846321763807,-0.3107589791277454,-0.3546568553194529,-0.6349595637718279,-0.16330921352663264,-0.15978505738218196,-0.44826920846667373
1h,36,long_only,0.0,-0.7179153380986032,-0.5202700973110068,-0.6575727546137636,757,0.5255184457542021,-0.17841011690459901,-0.17112274878668832,-0.44273840654990637,-1.6827201573161072,-0.4212292568208831,-0.47777860392404203
1h,36,long_only,0.02,-0.3392096992391265,-0.34061875902761973,-0.5835360270685581,485,0.5247325911373063,0.23997264139252833,0.033908185765716414,-0.41137779666304264,-1.387840006960407,-0.36224391096774144,-0.440645809619311
1h,36,long_only,0.04,-0.11886528385421961,-0.2078878094758052,-0.528643292269759,363,0.5273084479371316,0.4554647652815604,0.15909581069816525,-0.37042422312585066,-1.1408708085401456,-0.3166119804651213,-0.4075542135798639
1h,36,long_only,0.06,0.19319338933756675,0.02833497318109579,-0.4701357169721905,299,0.5265225933202358,0.7750541791545859,0.3725848015017452,-0.3924492560856484,-0.8342819991032064,-0.2508040508273143,-0.33707775233871295
1h,38,ls,0.0,-1.4888245601958225,-0.8836220770338067,-0.886644898781362,1442,0.9982973149967256,-1.5679081212556463,-0.7555343436943333,-0.7594873036872343,-1.3777079007082684,-0.5239498065909067,-0.5716644229412269
1h,38,ls,0.02,-1.1824758177590893,-0.8295541483286158,-0.8493313117588349,934,0.9982973149967256,-1.4612620680459731,-0.734691823865451,-0.7424727090447649,-0.7375182840391229,-0.3575552244385293,-0.4775321380233347
1h,38,ls,0.04,-0.4150791925056712,-0.5565488127393164,-0.7343918088093582,684,0.9982973149967256,-0.2326685030416873,-0.31468880781742414,-0.5949645064691886,-0.7213331531548903,-0.35291996932315506,-0.46623352890481506
1h,38,ls,0.06,-0.2776146871730533,-0.4736170025798413,-0.7325585886948875,554,0.9982973149967256,-0.20687563162065165,-0.300810113565147,-0.6330516548859557,-0.39790634582568424,-0.24715301575060145,-0.38868478003864015
1h,38,long_only,0.0,-0.729745636642761,-0.5231120691933193,-0.6630804606826564,721,0.5256930801135123,-0.1420675473095545,-0.1544213846452822,-0.4547981400479505,-1.7861515689901395,-0.4360217700081862,-0.4970652451858688
1h,38,long_only,0.02,-0.4995328095421755,-0.4232313412223019,-0.5994778087726254,467,0.5259550316524776,-0.06421909154492088,-0.11949071806923095,-0.44905120334428794,-1.2819398859220994,-0.3449601604278766,-0.4197065456182516
1h,38,long_only,0.04,0.07308408602149345,-0.06961786126589231,-0.5142590388347146,342,0.5262606417812704,0.8320326828714464,0.41463309601321074,-0.36201305088775226,-1.2755290596220419,-0.34231558602993084,-0.41679711426768395
1h,38,long_only,0.06,0.1752508703309085,0.012821426920121226,-0.5064108705872143,277,0.5272211307574766,0.8485460110923801,0.4280760046228642,-0.39358303774103853,-1.0183600692294659,-0.2907790456239825,-0.37703620381418357
1h,40,ls,0.0,-1.0243673122731676,-0.792542519763672,-0.8154960164379488,1350,0.9982099978170705,-1.497114335999431,-0.7419354518426835,-0.7484014068988891,-0.2573803770203442,-0.1961023638556484,-0.33344616328524823
1h,40,ls,0.02,-0.574325171614162,-0.6362181928506707,-0.6783112296367415,856,0.9982099978170705,-0.8887345709035229,-0.5870727010082211,-0.6279241754411937,-0.0622762262896717,-0.11901729908011893,-0.29660428371473724
1h,40,ls,0.04,-0.3121232564484172,-0.495517810460555,-0.6390769776917101,648,0.9982099978170705,-0.4728025221670252,-0.43031676067924585,-0.5537542019139616,-0.05101076531739245,-0.11445140962730072,-0.3250848313547098
1h,40,ls,0.06,-0.16637835177611282,-0.3952159324502985,-0.6161214798920895,530,0.9982099978170705,-0.2345360949313406,-0.3154916238802806,-0.5491409991968529,-0.056025350429457686,-0.11646944194014808,-0.3082469708318909
1h,40,long_only,0.0,-0.38982119876637683,-0.3679567214084051,-0.5396957476890805,675,0.5253001528050644,-0.10305825422430683,-0.13765641833885256,-0.3961632762313585,-0.9088770872682946,-0.2670632772913115,-0.36931234537597313
1h,40,long_only,0.02,-0.05357463869200369,-0.16395891452697053,-0.43840776065819376,428,0.5246452739576511,0.34042374533068503,0.09055480012822814,-0.3405602923007425,-0.7491997463692355,-0.23338003246171157,-0.3378556195693666
1h,40,long_only,0.04,0.14232478804182105,-0.01394994630955304,-0.43180969596682584,324,0.5248199083169613,0.6477508143521254,0.2821520019239039,-0.32653599912996223,-0.7455698174210988,-0.2309413765209949,-0.34215624707920966
1h,40,long_only,0.06,0.2507378957897508,0.07900645697857356,-0.3992620350653492,265,0.5274394237066142,0.8173486636857191,0.4039242867084518,-0.326444564608118,-0.7544753225954123,-0.23143543623115426,-0.32705928569078124
1h,42,ls,0.0,-1.201794960374499,-0.8336757313172906,-0.8478506971553705,1308,0.9981226806374154,-1.2909914095823816,-0.6973853279603874,-0.7194558405889491,-1.070250653355232,-0.45037605889466514,-0.5298634817344643
1h,42,ls,0.02,-0.7471218731792767,-0.7067853279185563,-0.7377242222980728,832,0.9981226806374154,-1.0218681175873974,-0.627512426923922,-0.6490932425302158,-0.3030014246373439,-0.21282025690140682,-0.3493204988244023
1h,42,ls,0.04,-0.14070032011198422,-0.375682967719717,-0.58406875129471,612,0.9981226806374154,-0.3696924929197457,-0.3834118030137459,-0.4769176161812294,0.2357634837812265,0.012534841457886525,-0.32829986049827187
1h,42,ls,0.06,-0.49989729789298815,-0.6009409428463997,-0.6883162524619878,506,0.9981226806374154,-0.811497390266213,-0.5617068914526917,-0.593644413479646,0.008313899158496178,-0.08951555620791574,-0.34173321003963486
1h,42,long_only,0.0,-0.5239004959957851,-0.4319749107943055,-0.588359719904533,654,0.5231172233136869,0.05087772582576257,-0.06357950378512722,-0.3922497986151572,-1.5644113852642363,-0.393408098710223,-0.4620807577420909
1h,42,long_only,0.02,-0.1806573325189944,-0.2473660175426392,-0.49770958311701374,416,0.5261733246016154,0.24671247963168624,0.037764646458694484,-0.34602624544984684,-0.9451085677697445,-0.27475465171637936,-0.3759789585923907
1h,42,long_only,0.04,0.2707888541791508,0.0970319618130202,-0.36139046477482106,306,0.5259986902423052,0.7201310709262967,0.33422146407218145,-0.30207896454244887,-0.520668094157888,-0.17777371197074987,-0.2962478739931651
1h,42,long_only,0.06,0.0037964450823736577,-0.12281958043619545,-0.42518062548238134,253,0.5277886924252346,0.39984899185310674,0.12543431389323811,-0.3569746591066171,-0.6947964908822126,-0.22058496996651988,-0.3098283048564089
1h,44,ls,0.0,-1.2087137444529625,-0.8351564189099588,-0.8535285761391905,1338,0.9980353634577603,-1.397084888550112,-0.7213389794310565,-0.7313916315664306,-0.913484277690141,-0.40844406313635395,-0.49842459679939777
1h,44,ls,0.02,-0.4591337729288361,-0.5802822095275577,-0.6746503041576507,794,0.9980353634577603,-0.346458035715874,-0.3724293128089565,-0.4663540432334381,-0.6510880554671891,-0.33120236645999557,-0.4748881035626261
1h,44,ls,0.04,-0.3842369938097087,-0.539125514229986,-0.6799972764856701,588,0.9980353634577603,-0.305087593554658,-0.3519697793877796,-0.49670403218910286,-0.5198899627140404,-0.2888071094360236,-0.4394548909094085
1h,44,ls,0.06,-0.03579490052416818,-0.288865428871509,-0.6144658951376891,462,0.9980353634577603,0.16103596774825082,-0.07159188023322804,-0.4516142811708851,-0.36120547596250435,-0.23402805728676845,-0.38999048521191626
1h,44,long_only,0.0,-0.5214964666916944,-0.4336930924846144,-0.5479621399911214,669,0.5240340537000655,-0.020964050211507594,-0.09878164063264827,-0.3697006329775434,-1.4138390485046677,-0.37162076024180357,-0.4344672231020883
1h,44,long_only,0.02,0.03820076472182807,-0.09575437660755237,-0.46555618169690594,397,0.5249072254966165,0.7512468137503665,0.35334439055758105,-0.30592362720962374,-1.2097859105764384,-0.3318436683955208,-0.41969965905360795
1h,44,long_only,0.04,0.09356130010703188,-0.05458995981087178,-0.4663094933496146,294,0.5264789347304082,0.7777787778616048,0.3738787657345717,-0.32782584097461176,-1.090777778913187,-0.3118679291300861,-0.3957581124581927
1h,44,long_only,0.06,0.3496469327347913,0.17217863209035889,-0.43102971341579766,231,0.5288364985810958,1.1071495188959493,0.6414036602943742,-0.3062444268995822,-0.9688790015486181,-0.28586815026345513,-0.36626585996917294
1h,46,ls,0.0,-0.7490241972945417,-0.707358965828463,-0.744714070990891,1250,0.9979480462781052,-0.7311297544307431,-0.5333756542870883,-0.5964525642079865,-0.7881987331178116,-0.372855195276113,-0.430000437587432
1h,46,ls,0.02,-0.5547198668969789,-0.6274135466654378,-0.7475096918955194,764,0.9979480462781052,-0.6535306026679217,-0.5049046531758535,-0.6179155273118226,-0.3988453790924589,-0.24744505129251015,-0.3914284915795051
1h,46,ls,0.04,-0.28988621268862586,-0.4817119293341413,-0.6789545091758828,568,0.9979480462781052,-0.22898964978518394,-0.3127719219492242,-0.5325394600198559,-0.39411599900764765,-0.24582815047966633,-0.37480432640293204
1h,46,ls,0.06,-0.16796321003444728,-0.39666102096130007,-0.6169356787267153,464,0.9979480462781052,-0.11346777624872684,-0.2487727091085934,-0.46258454145052463,-0.2601690096365886,-0.19686227277130153,-0.3621600475444601
1h,46,long_only,0.0,-0.1772780934232715,-0.24511659881222014,-0.552229207332383,625,0.5232045404933421,0.4667277708857936,0.1659840967567756,-0.3806514973633168,-1.3265009793753575,-0.35257830420884917,-0.4173125576209341
1h,46,long_only,0.02,-0.032341524475922,-0.14912328998779778,-0.5288607924506945,382,0.5231608819035145,0.5237645422032263,0.20153943347581205,-0.38267550814331985,-1.0027527702151477,-0.29184454017394046,-0.37118385959079336
1h,46,long_only,0.04,0.16396381045327327,0.00265605390299406,-0.48398719842390014,284,0.5256057629338572,0.8276948750154259,0.41351475803818527,-0.35515694491377126,-1.006214101908341,-0.29066460169501196,-0.36605588788810417
1h,46,long_only,0.06,0.2525371382560345,0.07973622831796923,-0.42638885576719654,232,0.5295786946081642,0.9033920363506277,0.47544014566437287,-0.3183964334630889,-0.9000082354408397,-0.26819381220525107,-0.3497495735479198
1h,48,ls,0.0,-1.052337595902525,-0.7997559840699324,-0.8163056714203157,1276,0.9978607290984501,-1.2163884495192174,-0.6794923857411482,-0.6794923857411482,-0.7954020389994584,-0.37522852181494915,-0.4421138485901279
1h,48,ls,0.02,-0.23839861929340547,-0.44726504741989215,-0.7534143378008913,742,0.9978607290984501,-0.609421144791126,-0.4875878344729194,-0.6542214466009592,0.3712025633540458,0.0786920954765955,-0.3065505071557888
1h,48,ls,0.04,-0.06836298659543387,-0.3168087932162862,-0.7067063859160772,522,0.9978607290984501,-0.18608881751749945,-0.28954928667798596,-0.582943019818082,0.12519461284372563,-0.03836931405253219,-0.3283717730659982
1h,48,ls,0.06,-0.0014010869374994294,-0.2574925346426634,-0.6935372274022666,432,0.9978607290984501,-0.08924299415080762,-0.23452212517045434,-0.5629323829604089,0.14370694830281297,-0.030007933903140382,-0.3439777581715586
1h,48,long_only,0.0,-0.40270789620120195,-0.3772496235888535,-0.5900365679300391,638,0.5243396638288583,0.10883058981293053,-0.03693771548481917,-0.4169231689102525,-1.3428839536868915,-0.35336438107463575,-0.4082832861111684
1h,48,long_only,0.02,0.2010284348005112,0.034542004460863085,-0.44779095798374025,371,0.5227242960052391,0.5462843693016504,0.21768280390213457,-0.38801842362762795,-0.4202869516648382,-0.1504010723107746,-0.22531792927275707
1h,48,long_only,0.04,0.3258571164137076,0.1488773642745862,-0.43080780093918436,261,0.5260423488321327,0.851333727167735,0.43382978517472104,-0.36050841837667635,-0.6066871790634975,-0.1987351803166849,-0.28136972581914876
1h,48,long_only,0.06,0.37547172855141997,0.19791542586818678,-0.4195906951897048,216,0.5263916175507531,0.9184436832715648,0.4875722949532675,-0.35810538913607703,-0.5972997182508946,-0.19471784333962983,-0.28548095166213017
1h,50,ls,0.0,-0.9908371860514058,-0.7836105727084728,-0.8002192140082443,1278,0.997773411918795,-1.3361754569253597,-0.7077631914760167,-0.7087950850745557,-0.4336188902977302,-0.2595408210743303,-0.32759194421518834
1h,50,ls,0.02,-0.46620143141948933,-0.5839230119855676,-0.7265604834135131,764,0.997773411918795,-0.8511730952944889,-0.574939352515929,-0.6214665683083511,0.1633924049755512,-0.021135006316899574,-0.2982551033585412
1h,50,ls,0.04,-0.33553941551942684,-0.510074084454635,-0.6639757633762062,528,0.997773411918795,-0.2036959770507803,-0.29905552260480905,-0.50235279809464,-0.5574646805691792,-0.30104889710237326,-0.37580744241496566
1h,50,ls,0.06,0.24312842334168547,0.0065435432701324014,-0.5635335802234354,404,0.997773411918795,0.4329538305974719,0.14514310170939626,-0.43731056428351234,-0.06723067316180883,-0.12103252268853038,-0.2916288014880116
1h,50,long_only,0.0,-0.354580754960129,-0.3510413414409318,-0.5658265450874789,639,0.5230299061340319,0.026820977473280744,-0.07882428664533159,-0.4074963610323893,-1.0679404365944527,-0.2955104556591679,-0.3557933519408434
1h,50,long_only,0.02,0.03484969425880077,-0.09940611112879438,-0.46059468953489435,382,0.5214581969002401,0.376613925778713,0.1118152940213375,-0.37079909274554956,-0.5908615870971251,-0.18997886275350528,-0.26182370400391597
1h,50,long_only,0.04,0.13107649867707108,-0.025358431278354354,-0.47999344322821036,264,0.5239903951102379,0.8414461792623087,0.4268467119823829,-0.3366245117727019,-1.1378746428088464,-0.31692622582594576,-0.38158258084669383
1h,50,long_only,0.06,0.5596564860229594,0.39852197876063156,-0.4038335535126022,202,0.5248635669067889,1.3019960580717973,0.824757166316066,-0.308924748774956,-0.761189782364631,-0.23358460809114,-0.31816806494856953
1h,52,ls,0.0,-0.7376835837916489,-0.7033672311910688,-0.7878205827394016,1226,0.9976860947391399,-0.9267827511375518,-0.5989354727846374,-0.6909087115229902,-0.4353700876595452,-0.2603864249264609,-0.3445338158074971
1h,52,ls,0.02,-0.0877108939637055,-0.3329051329502032,-0.5719666221163242,704,0.9976860947391399,-0.17072333922648336,-0.28092900372269736,-0.5393795889728221,0.04821821395408032,-0.07228233303329712,-0.2817125724195648
1h,52,ls,0.04,-0.03933707895723005,-0.29166224712024147,-0.5862240739110829,502,0.9976860947391399,0.12323716360927363,-0.09809509479768586,-0.4412231187095832,-0.3083297081087411,-0.2146203565431758,-0.35876973422982505
1h,52,ls,0.06,-0.05116180663074505,-0.30208311811507826,-0.6051925288754212,394,0.9976860947391399,0.08199589305075743,-0.1263988680349023,-0.4873511321791877,-0.27172659376188907,-0.20110350553803125,-0.33309482652660627
1h,52,long_only,0.0,-0.16008148401351047,-0.23954153298036918,-0.5465935472208333,613,0.5228989303645493,0.3236740042141929,0.08036292223448593,-0.4113490216241683,-1.0646581074558035,-0.2961083249258504,-0.3667794768674393
1h,52,long_only,0.02,0.3162419225649069,0.13959581350118655,-0.38129196191947645,352,0.5228116131848941,0.8547215812661317,0.44512063286821313,-0.38129196191947645,-0.6839747789861192,-0.21141821133689054,-0.29485696846699905
1h,52,long_only,0.04,0.3529502640434539,0.17558219089911242,-0.4143989321851709,251,0.5171359965073128,1.0708600996207625,0.6213200260225451,-0.3098652149361145,-0.9607742834371854,-0.27492279622113125,-0.3482626617510898
1h,52,long_only,0.06,0.34762968127622834,0.1700424094187556,-0.4254079516769894,197,0.5182274612530016,1.0584246102731887,0.6006808015409066,-0.31455744941083075,-0.9263088300638027,-0.26903452062871447,-0.34096992936405457
1h,54,ls,0.0,-0.5973003079485125,-0.6466407909418284,-0.6992906969371033,1196,0.9975987775594848,-0.6956000451738004,-0.5206221589870947,-0.5828208713978204,-0.44287178697344426,-0.2628795517299256,-0.3490371836379176
1h,54,ls,0.02,-0.1442152299138535,-0.3783666044475661,-0.5961825571877122,668,0.9975987775594848,-0.1427346011804504,-0.2653945182401932,-0.4665362543201057,-0.14854999963906926,-0.15378606478232804,-0.3156109042372375
1h,54,ls,0.04,0.011191441970758425,-0.24570964489737834,-0.5588080059396667,486,0.9975987775594848,0.17493160847108832,-0.06138668380655998,-0.40569948951219814,-0.25891245457911255,-0.1963779523588537,-0.33499284418762776
1h,54,ls,0.06,0.07188824732009617,-0.18643507729906206,-0.5261849726169816,378,0.9975987775594848,0.34446771430597767,0.06968901221274959,-0.4658606926189718,-0.3773444373827931,-0.23943789885435873,-0.375704935544109
1h,54,long_only,0.0,-0.059338340486494966,-0.17227798302195063,-0.49643523194199857,598,0.5196681947173106,0.4828506667394756,0.17847593164945152,-0.3530015888608289,-1.064480217578379,-0.2976334987007093,-0.3686216301350187
1h,54,long_only,0.02,0.2734571342421277,0.09904083801278452,-0.42782836557668713,334,0.5192316088190352,0.8764448038903003,0.45969722237698996,-0.3326315298928322,-0.8379635739061997,-0.24707615992918563,-0.3270442395698431
1h,54,long_only,0.04,0.3902158209999189,0.21285280162109443,-0.41231385262553866,243,0.5201047806155861,1.108765510864745,0.6520397047780366,-0.3042866492227977,-0.9327090350828888,-0.26584524687071653,-0.3483977378798929
1h,54,long_only,0.06,0.4319306451318933,0.25700419646960126,-0.4172442885312526,189,0.518664047151277,1.2272054309130103,0.7629123966487872,-0.329515615700099,-1.006702111067713,-0.2869729665188627,-0.365031793901488
1h,56,ls,0.0,-0.5714407550858541,-0.6347862186561906,-0.6829412462298012,1182,0.9975114603798297,-0.5144884019975074,-0.4484940983822113,-0.5111640587513822,-0.6728721012646017,-0.3377880811927987,-0.4425879962001775
1h,56,ls,0.02,-0.3076953683879267,-0.4926732544953897,-0.6216891525804433,688,0.9975114603798297,-0.4035789457280508,-0.3991419052471762,-0.5166563749947984,-0.1534020464046547,-0.15566295946580322,-0.4090116871550741
1h,56,ls,0.04,0.06724001639618617,-0.19120667184858775,-0.5994620749798446,462,0.9975114603798297,0.1354426236477527,-0.08955265455392836,-0.4849674801044769,-0.04449194385876277,-0.11165282407941346,-0.3704257066118649
1h,56,ls,0.06,0.23064700468359978,-0.008867144883668132,-0.4380480733637978,346,0.9975114603798297,0.33663097259904273,0.06326493206096795,-0.4091416146845467,0.058736827327850794,-0.0678401730082615,-0.39266763938720184
1h,56,long_only,0.0,-0.042544714017377146,-0.1587557304033459,-0.5123712286655151,591,0.5204540493342065,0.6106850220001486,0.2628697147302299,-0.3399904125235248,-1.2574724721000203,-0.33386297906719653,-0.3996444182690888
1h,56,long_only,0.02,0.15187831402616014,-0.00802185121919119,-0.4510254823369858,344,0.5205850251036892,0.6904297217720882,0.31845834605387946,-0.3553453209826506,-0.8462645324512179,-0.24762268618513295,-0.32534734539983556
1h,56,long_only,0.04,0.42912412299203023,0.25332333739212043,-0.43515721565453325,231,0.5175289238157608,1.0812797839648483,0.6253399264102886,-0.35404505476491566,-0.7508982058912835,-0.2288854060453659,-0.3142888059227289
1h,56,long_only,0.06,0.5445310702044991,0.38372850416715765,-0.3384513046555333,173,0.5207596594629993,1.2152455475521353,0.7535742603817677,-0.2939379933511863,-0.6601902949357215,-0.21090966294982894,-0.30151087195444237
1h,58,ls,0.0,-1.1184985018257614,-0.8154280146048611,-0.8270416063759589,1140,0.9974241432001746,-0.7422091394807693,-0.5375678305137956,-0.5564529660253594,-1.7536056004948641,-0.6008668998953699,-0.6179573081546482
1h,58,ls,0.02,-0.371685879597108,-0.5317334457007181,-0.7159283609110074,630,0.9974241432001746,-0.1904887373872426,-0.29190931698571787,-0.5650202680552883,-0.6754748577016586,-0.33869126436474273,-0.4610213061962948
1h,58,ls,0.04,-0.1189503423519537,-0.35843643682899384,-0.6346585175735392,458,0.9974241432001746,0.21402019713847348,-0.03258893583399591,-0.506230773602466,-0.6698493899733521,-0.33682424469261796,-0.4646455008951159
1h,58,ls,0.06,0.18945541497267607,-0.05843189378886626,-0.5071873717702833,340,0.9974241432001746,0.4421532798696885,0.15332252602514762,-0.4099977581494423,-0.22519450609565236,-0.18360381856393615,-0.46104805356427414
1h,58,long_only,0.0,-0.44681635092113764,-0.40299217456169656,-0.6418307745136467,570,0.5188823401004148,0.4451107131274468,0.15426957641351224,-0.374067912968432,-2.1220209516404647,-0.4827830191164759,-0.528911037267375
1h,58,long_only,0.02,0.10245505802182975,-0.048963983149336254,-0.5513496280726824,315,0.5197118533071382,0.8383353070034263,0.4288982558062726,-0.3867836014830558,-1.256648686360599,-0.3344270573596325,-0.39163027735384204
1h,58,long_only,0.04,0.28903128099014747,0.11374937943430319,-0.4913535414270298,229,0.5203230735647238,1.1326146451128785,0.6720863717312395,-0.3715803420561943,-1.242243950046382,-0.33391635847067913,-0.3888968255342833
1h,58,long_only,0.06,0.5173123291560955,0.3499904693767153,-0.40754412202029655,170,0.522244051517136,1.3061458406560549,0.8286166566486681,-0.3212629762206941,-0.8793638350191552,-0.26174222220481247,-0.34163015936157215
1h,60,ls,0.0,-0.6557387559060287,-0.6713303621760636,-0.7277077806652539,1128,0.9973368260205195,-0.20777067674620958,-0.3013812233331824,-0.46933941369227616,-1.403315759648231,-0.529543652702757,-0.5664085749449115
1h,60,ls,0.02,-0.1289675221833231,-0.36645770086083895,-0.6741999732346577,614,0.9973368260205195,0.19866055533716892,-0.044082602828514394,-0.5503116414622578,-0.6713280922458473,-0.3372415848756558,-0.49990837831847734
1h,60,ls,0.04,-0.09374751097738408,-0.3380931032036629,-0.6649927789912027,434,0.9973368260205195,0.3885365068037173,0.10661995290163673,-0.4642276800584576,-0.8904608424461499,-0.4018661103473087,-0.4540912213676668
1h,60,ls,0.06,0.4898024310647865,0.3681679614298865,-0.4728182256451835,312,0.9973368260205195,0.8428391971867729,0.5704889427917619,-0.39121398093549653,-0.08624714295650507,-0.1288267467851293,-0.4423802103716651
1h,60,long_only,0.0,-0.10567584544260006,-0.20173901962537677,-0.549208646740663,564,0.5185330713817944,0.8277972339026495,0.4208173950278067,-0.3184604102623805,-1.8557406694117453,-0.4381677876635237,-0.48512117426217516
1h,60,long_only,0.02,0.2841714461389681,0.1093432764871507,-0.5188597892293272,307,0.5184020956123118,1.1260809429131184,0.6646334714016502,-0.40821379330237406,-1.2566522399781492,-0.33358105820552375,-0.39064316914783415
1h,60,long_only,0.04,0.31085057827629337,0.13449379586052967,-0.5119414148995978,217,0.5191006330495525,1.2624185117855935,0.7910991640062988,-0.355226582900112,-1.440577726844741,-0.36659353169317943,-0.413380948193644
1h,60,long_only,0.06,0.7342447854007684,0.6251912989849544,-0.37799159460815746,156,0.5304518664047151,1.5794099396219916,1.1313721369224918,-0.30918381123724825,-0.769762242963607,-0.2374905954567036,-0.318172150755068
